user,image,caption,engagement,labels
deepikamehtayoga_250154_2844477397490137312_2406_34,instagram_dataset/Data/deepikamehtayoga_250154_2844477397490137312_2406_34/2022-05-23_12-15-51_UTC.jpg,"Hey guys ,
Im excited to be launching my new online classes on sale from my website.
These are all my foundations of flexibility, core strength and backbending.There is my go-to daily Flexibility sequence that I have been practicing for the last few years, it can be done by yoga practitioners but also anybody looking to maintain there flexibility, despite doing other movement practices.
There is a backbending class which focuses on all the key areas and techniques which in my opinion help to be able to do all levels of Backbends from foundations to advanced.
And there is my fav core strength drills which I did live while shooting the video and trust me had sore abs for the next few days!!!!!🔥🔥🔥🔥
I have also recorded a beautiful restorative Moon menstrual cycle Sequence with a live healing sound bath done by my beautiful friend @komalschronicles.
.
These are up for sale on My website now. The link is in my bio and stories.
Hope you enjoy this offering of love. ❤️❤️❤️
.
I am offering all of these classes at a special opening discount so make sure they get them soooooonnnnn!!!!🔥🔥🔥
.",34,"['Leg', 'Thigh', 'Summer', 'Barefoot', 'Physical fitness', 'Abdomen', 'Waist', 'Foot', 'Sand', 'Bra']"
deepikamehtayoga_250154_2849499065820325672_1319_24,instagram_dataset/Data/deepikamehtayoga_250154_2849499065820325672_1319_24/2022-05-30_10-33-00_UTC.jpg,"“What the caterpillar calls the end of the world the master calls a butterfly.” — 🦋#Richard Bach
.
📸 @radeshphotography 🌟",24,"['Photograph', 'Hand', 'Beauty', 'Fashion', 'Black', 'Art Model', 'Elbow', 'Model', 'Muscle', 'Photo shoot']"
deepikamehtayoga_250154_2853023455526664408_2032_62,instagram_dataset/Data/deepikamehtayoga_250154_2853023455526664408_2032_62/2022-06-04_07-15-20_UTC_1.jpg,"Sometimes when you're in a dark place you think you've been buried, but you've actually been planted.🔥💫✨🌹
#Christine Caine
.
.
Which image do you prefer 1 or 2?🖤
📸 @radeshphotography
.
Crazy adventures of climbing rocks and getting bruised to get these pictures , look out for a behind the scenes soon !❤️😅",62,"['Hand', 'Tattoo', 'People in nature', 'Model', 'Barefoot', 'Art Model', 'Photo shoot', 'Flesh', 'Thorax', 'Foot']"
deepikamehtayoga_250154_2853774925597285074_804_14,instagram_dataset/Data/deepikamehtayoga_250154_2853774925597285074_804_14/2022-06-05_08-08-23_UTC.jpg,"“If you were born with the weakness to fall you were born with the strength to rise.” 🌹~Rupi Kaur
.
.
.
📸 @radeshphotography",14,"['Summer', 'Beauty', 'Fashion', 'Abdomen', 'Waist', 'People in nature', 'Torso', 'Navel', 'Spring', 'Crop top']"
deepikamehtayoga_250154_2874104645788562084_1761_47,instagram_dataset/Data/deepikamehtayoga_250154_2874104645788562084_1761_47/2022-07-03_09-19-54_UTC_1.jpg,"Smoothie time in Mi Casa🏕🌺🥬🥑🍌🍇💃🏻
.
I’ve been off my inspired self for a while, but the last few days I got a strong message from the Universe and  via some incredible friends to get back on track .
So I’ve gotten back with all the practices that really bring me joy to bring in the energy of creativity , abundance and all the juiciness I’ve missed ..
.
One of the things that always brings me joy besides yoga and meditation is making my own vibrant food . So here goes my recipe for today:
.
Alchemy Smoothie:
•Handful organic kale/ spinach 
•mixed berries 
•frozen medium banana 
•250 ml cashew milk 
•scoop of Vegan protein (I use @sunwarrior collagen peptides tathitian vanilla )
•1/2 teaspoon maca (amazing for hormones and is an incredible adaptogen ) 
Blend up in a high powered blender .
Top up with dried berries , bee pollen and any yummy things you like to add colour and vibrancy.
The secret ingredient though is adding the best intention and gratitude to your food.That is where the true alchemy lies.💫✨🔱❤️🍇🦋
.
The shiva pendant is from @sheetalzaveribyvithaldas 🙏🏻🔱❤️",47,"['Fashion', 'Undergarment', 'Swimsuit Top', 'Bra', 'Lingerie', 'Waist', 'Model', 'Photo shoot', 'Long hair', 'Bikini']"
deepikamehtayoga_250154_2888627218404519768_1274_48,instagram_dataset/Data/deepikamehtayoga_250154_2888627218404519768_1274_48/2022-07-23_10-13-40_UTC_3.jpg,"If ur a mom like me it’s a rare occasion when you wear a cute outfit and get a chance to pretend to have a rocking social life !!!! Most days are top bun n “let’s go” mode !!!!🌊🥰😂😅
.
Oh and moments after this I was back to top bun n pjs 😂
#momlife #vanityovertherapy 😜",48,"['Hat', 'Headgear', 'Fashion', 'Summer', 'Sun hat', 'Smile', 'Leisure', 'Long hair', 'Happiness', 'Photo shoot']"
deepikamehtayoga_250154_2975582658631269976_2051_24,instagram_dataset/Data/deepikamehtayoga_250154_2975582658631269976_2051_24/2022-11-20_09-38-36_UTC.jpg,"Right where I am right now ..
God circled this place on a map for me ..
.
#hafiz 
.
Playing this dance between surrender and intention ..🕊⭐️🔱✨",24,"['Physical fitness', 'Thigh', 'Yoga', 'Exercise', 'Knee', 'Sports bra', 'Hip', 'Active Undergarment', 'Acrobatics', 'Active Pants']"
diipakhosla_1908495_2897420460410045915_18371_92,instagram_dataset/Data/diipakhosla_1908495_2897420460410045915_18371_92/2022-08-04_13-24-16_UTC_2.jpg,"It comes full circle with @vogueindia. 🤎

The first Vogue cover was back in 2021 when @indewild was born (along with my Dua) and we launched in US, UK & Canada. Then for our India launch @vogueindia was again first to break the news with their exclusive story. 🇮🇳🙏🏽

Thank you to the Vogue team for your endless support to the creative Indian & Global Desi community. 

Special s/o to @meghakapoor @mjadhwani & @kamathakanksha for the love & @ridburman for the photography 🤎🥰",92,"['Text', 'Font', 'Design', 'Screenshot']"
diipakhosla_1908495_2897517420001536680_36789_158,instagram_dataset/Data/diipakhosla_1908495_2897517420001536680_36789_158/2022-08-04_16-36-54_UTC.jpg,"My first @elleindia cover. 🥺❤️ 

“After disrupting the global influencer industry, @diipakhosla is all set to disrupt the global beauty industry, with her radically transparent beauty brand @indewild within 2.5 hours of its launch, the brand sold out on @mynykaa” - @elleindia 

It’s such a pinch me moment to be on the cover of Elle, a magazine I read consistently as a teenager. Thank you to the full team for making this happen. 🥰🤗✨

Photography: @mohitvaru 
Make-up: @makeupbyanighajain 
Hair: @hairbyradhika",158,"['Hairstyle', 'Beauty', 'Eye', 'Fashion Model', 'Model', 'Eyelash', 'Magazine', 'Long hair', 'Advertising', 'Brown hair']"
diipakhosla_1908495_2953744485226329705_43041_191,instagram_dataset/Data/diipakhosla_1908495_2953744485226329705_43041_191/2022-10-21_06-30-03_UTC_1.jpg,"“In the rest of the world, so many different forms of celebrity do exist. Let's just say things are changing. We are the pioneers of the new era and making way for a different kind of celebrity or role models here. And I think we're here to stay,” says #Vogue India’s #October digital cover star Diipa Büller-Khosla (@diipakhosla). Read the full interview at the link in bio. 

Photographer: Bikramjit Bose (@thebadlydrawnboy)
Head of Editorial Content: Megha Kapoor (@meghakapoor)
Stylist: Rupangi Grover (@rupangigrover)
Video: Kris Black (@krisblackk)
Art Direction: Aishwaryashree (@aishwaryashree)
Words by: Shriya Zamindar (@shriyazamindar)
Hair & Makeup Artist: Mitesh Rajani (@miteshrajani)
Bookings Editor: Savio Gerhart (@gerhartsavio)
Entertainment director: Megha Mehta (@magzmehta)
Blazer @rajeshpratapsinghworks. Shirt @massimodutti. Trousers @burberry. Necklace, rings; all @cartier",191,"['Black', 'Magazine', 'Fashion Model', 'Advertising', 'Poster', 'Model', 'Photo shoot', 'Publication', 'Album cover', 'Portrait photography']"
diipakhosla_1908495_2995911890106994559_10447_62,instagram_dataset/Data/diipakhosla_1908495_2995911890106994559_10447_62/2022-12-18_10-49-09_UTC_2.jpg,"It’s a @versace dream. 
This gorgeous greca goddess bag is my favourite this festive season😍🫶🏽#versace #versacegrecagoddess
Styled by my dearest @priyankarkapadia 
Photography @picture_tailor @that_cameraguyy",62,"['Shoulder', 'Beauty', 'Fashion', 'Fashion Model', 'Waist', 'Model', 'Fashion design', 'Long hair', 'Makeover', 'Haute couture']"
diipakhosla_1908495_2997423860168706731_4767_31,instagram_dataset/Data/diipakhosla_1908495_2997423860168706731_4767_31/2022-12-20_12-53-10_UTC_3.jpg,"It’s the elegance and minimalism for me 🤌🏾
@lindbergeyewear Precious is eyewear and jewellery in one! The 18ct gold frame with the diamond detail is the perfect addition to every outfit, any day! They are just so comfortable! #lindberg #lindbergprecious",31,"['Eyewear', 'Hairstyle', 'Fashion', 'Eyelash', 'Fashion Model', 'Long hair', 'Model', 'Brown hair', 'Portrait photography', 'Photo shoot']"
diipakhosla_1908495_2998202664928516481_41169_74,instagram_dataset/Data/diipakhosla_1908495_2998202664928516481_41169_74/2022-12-21_14-40-31_UTC_2.jpg,A few moments that gave me joy this past week 🥹🎄❤️ (and first little glimpse of our home 😍),74,"['Winter', 'Jacket', 'Snow', 'Fun', 'Freezing', 'Smile', 'Recreation', 'Leisure', 'Child', 'Vacation']"
diipakhosla_1908495_3005502885039485001_30882_98,instagram_dataset/Data/diipakhosla_1908495_3005502885039485001_30882_98/2022-12-31_16-24-45_UTC_7.jpg,10 photos with our little bundle of joy @duabuller all over the world in 2022 🥹❤️,98,"['Skin', 'Baby & Toddler Clothing', 'Happiness', 'Yellow', 'Child', 'Facial expression', 'Dress', 'Pink', 'Toddler', 'Iris']"
diipakhosla_1908495_3015600229831259104_1311_15,instagram_dataset/Data/diipakhosla_1908495_3015600229831259104_1311_15/2023-01-14_14-46-22_UTC.jpg,"Miss Carpe Diem: Diipa Büller-Khosla 

Her world is an enamel of glamour, coated with reality where she is a social media influencer, a mother, an advocate of human rights issues, a fashion icon and now, a beautypreneur. Representing the new age of success, Diipa Büller-Khosla in conversation with GlobalSpa opens up about her journey from courtrooms to red carpets, her hustle as a social media influencer, and the newest feather in her cap - “indē wild” - the world’s first Ayurverdistry brand.
@diipakhosla 
@indewild 

To know more
Click the link in bio🔗
.
.
.
#DiipaKhosla #GlobalSpaMagazine #GlobalSpa #GlobalSpaMiddleEast #DigitalCover",15,"['Beauty', 'Fashion', 'Facial expression', 'Smile', 'Fashion Model', 'Waist', 'Model', 'Bridal Clothing', 'Bride', 'Photo shoot']"
diipakhosla_1908495_3016306766406009838_430_6,instagram_dataset/Data/diipakhosla_1908495_3016306766406009838_430_6/2023-01-15_14-10-08_UTC.jpg,"Miss Carpe Diem: Diipa Büller-Khosla 

Her world is an enamel of glamour, coated with reality where she is a social media influencer, a mother, an advocate of human rights issues, a fashion icon, and now, a beautypreneur

 Representing the new age of success, Diipa Büller-Khosla in conversation with GlobalSpa opens up about her journey from courtrooms to red carpets, her hustle as a social media influencer, and the newest feather in her cap - “indē wild” - the world’s first Ayurverdistry brand.
@diipakhosla 
@indewild

#DiipaKhosla #GlobalSpaMagazine #GlobalSpa #GlobalSpaMiddleEast #DigitalCover",6,"['Beauty', 'Advertising', 'Magazine', 'Fashion Model', 'Poster', 'Publication', 'Makeover', 'Model', 'Vintage Advertisement', 'Photo shoot']"
diipakhosla_1908495_3017624535931540790_30993_55,instagram_dataset/Data/diipakhosla_1908495_3017624535931540790_30993_55/2023-01-17_09-48-18_UTC_1.jpg,"10 random images of the past 10 years. 

With 2023, I welcome the new but there’s so much I’m grateful for staying the same. 

My desire to empower my community, to stay connected to my roots, to grow with my family and the individuals that help me achieve my wildest dreams, are all things I want to take with me. 

The changes that have entered my life over the past couple of years, like becoming a mother to the most beautiful vibrant daughter and launching inde wild as an act of honoring all that my mother has taught me, and all the opportunities and challenges I’ve embraced, remind me that the change that is yet to come will also be filled with beauty. 

I can’t wait for what 2023 has in store for all of us. 🫶🏽

(Photos in order of most recent to oldest. I was 21 in the last pic 🥹🤯)",55,"['Face', 'Nose', 'Happiness', 'Child', 'Smile', 'Eyelash', 'Toddler', 'Comfort', 'Baby & Toddler Clothing', 'Infant']"
diipakhosla_1908495_3020640570621157369_6228_34,instagram_dataset/Data/diipakhosla_1908495_3020640570621157369_6228_34/2023-01-21_13-40-38_UTC_2.jpg,"This picture was taken last year, a creative moment of expressing myself through fashion, and of course, the gorgeous @gucci Jackie bag was a part of it. The fashion cycle is constant but there are still moments that ground us in artistry and tradition. The Gucci Jackie 1961 bag is one such moment.
 
A key design of The House for decades, the Jackie has been reimagined several times over the years. Its newest incarnation, the #GucciJackie1961, beholds the Jackie story, but with a new perspective. An emblematic bag known for its half-moon shape, pared-down silhouette, and sleek piston hardware now carries itself with a non-binary attitude, transcending social constructs and time itself.

The Jackie 1961 boldly takes on any outfit, perfect for any occasion with its timeless elegance. To me, the Gucci Jackie 1961 bag represents an identity that is always growing but nevertheless stays connected to the core of its beauty.",34,"['Eyewear', 'Glasses', 'Vision Care', 'Sunglasses', 'Fashion', 'Beauty', 'Collar', 'Goggles', 'Black hair', 'Black']"
diipakhosla_1908495_3022739830966757643_47366_116,instagram_dataset/Data/diipakhosla_1908495_3022739830966757643_47366_116/2023-01-24_11-11-29_UTC_1.jpg,"This look needed another post 🔥🔥 

Scroll to the end for proof that even when you have a skincare brand, use amazing products, get microneedling facials - skin still has texture and pimples still come once in a while 😉 You can’t hide from the HD camera! 😅

📸 @nishajohny & @jonathanjacobs_ 
📸 @visualisation_ 
👗 @rahulmishra_7 
💄 @charlottetilbury @laurievanbmua 
💇🏽‍♀️ @franckprovostparis",116,"['Fashion', 'Dress', 'Fashion Model', 'Model', 'Waist', 'Long hair', 'Fashion design', 'Haute couture', 'One-piece garment', 'Auto show']"
diipakhosla_1908495_3023440897169723319_47674_402,instagram_dataset/Data/diipakhosla_1908495_3023440897169723319_47674_402/2023-01-25_10-24-23_UTC_2.jpg,"This is for all the mothers who get asked the question “why aren’t you with your kid?” whenever we’re on a business trip or need to do things to better ourselves or take care of ourselves the way we take care of our kids. 

I get asked this question the most when I’m on trips without Dua but would it be the same if I was a man? 
I am first and foremost a mother to Dua, but I wonder, how would Dua feel if I sidelined my passions because of this very gendered expectation we only place on women?

The reality is, it’s so difficult being away from my daughter and she’s never not on my mind. Feeling this deep emotion, however, doesn’t take away from the fact that I am also a very ambitious and hardworking woman who loves building my own legacy that Dua can one day be proud of. 

We can experience both emotions without disregarding the other and we can cherish our roles as mothers and still pursue other passions. But ultimately this is a choice, and it is mine to make. 

I respect mothers that make the choices that most resonate with their values, and this does not have to be the same choice as mine. 
My wish is that we all respect mothers and the choices we make without jumping to label anyone as a “bad mother” when we never know the full story. 

I know Dua is having so much fun with her Dad, and this time they have together is also valuable for both of them. I can’t wait to see them both very soon! ❤️",402,"['Fashion', 'Bag', 'Walking']"
diipakhosla_1908495_3024270483029929897_16367_66,instagram_dataset/Data/diipakhosla_1908495_3024270483029929897_16367_66/2023-01-26_13-52-37_UTC_3.jpg,"On Wednesdays we wear… 
💖🌸🎀

Yesterday my look for the @ramialaliofficial show 

Look @ramialaliofficial, gloves my own 
Photography @visualisation_ 
Makeup @charlottetilbury @laurievanbmua 
Hair @franckprovostparis @alexbhairstylist",66,"['Fashion', 'Dress', 'Fashion Model', 'Waist', 'Gown', 'Model', 'Fashion design', 'Haute couture', 'One-piece garment', 'Photo shoot']"
diipakhosla_1908495_3026946674028696156_3906_32,instagram_dataset/Data/diipakhosla_1908495_3026946674028696156_3906_32/2023-01-30_06-29-44_UTC.jpg,"Creating revolution and bringing ‘India To World’ through its innovation.
TECNO introduces the ‘Phantom Pioneers’ from around the world.

Presenting @diipakhosla to the world, an Indian entrepreneur who gave the world its first Ayurvedistry brand. Her journey as a beauty entrepreneur in Europe began unexpectedly, but through her strong vision and diligence, she succeeded in creating her name in the world. Starting with the world's first Ayurvedic brand, she fused traditional Indian concepts like Ayurvedic therapy with popular Western practices such as yoga and skin care products, bringing a unique blend of Indian aesthetics to the Western market. With her innovative approach, she quickly gained recognition and secured angel funding, establishing herself as a leading Indian entrepreneur in Europe. Just like TECNO Phantom X2 Pro, which has been crafted with advanced technology, mind-blowing design, and latest innovation that gives Beyond The Extraordinary experience.

To know more, visit link in bio.

 #TECNO #TECNOMobile #PHANTOMX2Pro #BeyondTheExtraordinary #TECNOSmartphones",32,"['Electronic device', 'Gadget', 'Cameras & optics', 'Finger', 'Communication Device', 'Technology', 'Nail', 'Mobile phone', 'Camera', 'Electronics']"
diipakhosla_1908495_3029443327682440928_19244_93,instagram_dataset/Data/diipakhosla_1908495_3029443327682440928_19244_93/2023-02-02_17-10-08_UTC_5.jpg,"24 hours in London #photodump 

Thanks to all the journalists, dermats, experts and friends(new + old) for a wholesome & super successful trip. Be back soon, London 💋❤️

Thank you for hosting @hotelbloomsbury 🥰",93,"['Personal care', 'Cosmetics', 'Packaging and labeling', 'Plastic', 'Skin Care', 'Label', 'Bottle', 'Box', 'Cream', 'Lotion']"
diipakhosla_1908495_3031370128780668100_69457_189,instagram_dataset/Data/diipakhosla_1908495_3031370128780668100_69457_189/2023-02-05_08-58-21_UTC_6.jpg,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023 🥰
8 years of celebrating your birthday together @olegbuller. 
You are my everything! Happy birthday the love of my life. Here’s to celebrating a lifetime together ❤️❤️❤️❤️",189,"['Happiness', 'Fun', 'Denim', 'Leisure', 'Travel', 'Vacation', 'Love', 'Holiday', 'Sunglasses']"
diipakhosla_1908495_3035284804874712519_63053_102,instagram_dataset/Data/diipakhosla_1908495_3035284804874712519_63053_102/2023-02-10_18-36-06_UTC_1.jpg,Mom & Dad at +2000m 😉🏔️ @olegbuller,102,"['Winter', 'Goggles', 'Happiness', 'Glove', 'Love', 'Sunglasses', 'Snow', 'Hug', 'Freezing', 'Vacation']"
diipakhosla_1908495_3036503044363655943_6192_77,instagram_dataset/Data/diipakhosla_1908495_3036503044363655943_6192_77/2023-02-12_10-56-32_UTC_5.jpg,"24 hours exploring Innsbruck with @innsbrucktourism🦩 
As you can tell we were matching 😉💕",77,"['Leisure', 'Winter', 'Vacation', 'Holiday', 'Active Pants']"
diipakhosla_1908495_3037946076728655770_55453_142,instagram_dataset/Data/diipakhosla_1908495_3037946076728655770_55453_142/2023-02-14_10-43-35_UTC_2.jpg,"8 years of love and counting. Happy Valentine’s to my forever Valentine. @olegbuller ❤️

Also a shoutout to our dear @nouveaublvck for these images of us. Framing these asap! 😍",142,"['Watch', 'Neck', 'Finger', 'Elbow', 'Wrist', 'Love', 'Analog watch', 'Comfort', 'Romance', 'Clock']"
diipakhosla_1908495_3038758805160691174_6162_62,instagram_dataset/Data/diipakhosla_1908495_3038758805160691174_6162_62/2023-02-15_13-38-20_UTC_1.jpg,"Love at first sniff 💕 @olegbuller and I've been on the hunt for the ultimate scent and finally found it in #BOSSTheScent Magnetic! Get ready to experience the power of attraction!
@boss #BeYourOwnBOSS @theperfumeshop",62,"['Brown hair', 'Nail', 'Gesture', 'Love', 'Romance', 'Photo shoot', 'Perfume']"
diipakhosla_1908495_3039614307918926053_17149_72,instagram_dataset/Data/diipakhosla_1908495_3039614307918926053_17149_72/2023-02-16_17-58-03_UTC_2.jpg,"Fresh powder, fresher fits ❄️ 

Ski suit @goldbergh",72,"['Jacket', 'Winter', 'Recreation', 'Glove', 'Ski Equipment', 'Goggles', 'Active Pants', 'Winter sports', 'Ski binding', 'Ski helmet']"
diipakhosla_1908495_3048197784752191508_6632_91,instagram_dataset/Data/diipakhosla_1908495_3048197784752191508_6632_91/2023-02-28_14-11-54_UTC.jpg,"Boom! Presenting our February ‘23 cover featuring the multi-hyphenate @diipakhosla ✨

She's a global influencer, activist, an entrepreneur who is consistently setting benchmarks for the South Asian community worldwide and paving the way for her peers for over a decade 🌎

Stay tuned for the entire interview with her on our page super soon 🚀

Outfit - @asalabusandeep
Jewellery - @silverqueenj 
Photographer - @pornsoup 
Makeup & Hair - @dhwanidave18 
Styled by - @sancheetaarekarr 
Assisted by - @dishajshah03 
Location - @atrangz
Artist publicity - @dreamnhustlemedia 
.
.
.
#clapclap #diipakhosla #magazinecover #contentcreator #influencer #fashion #globalinfluencer #feburarycover #coverreveal",91,"['Fashion', 'Fashion Model', 'Model', 'Waist', 'Fashion design', 'Long hair', 'Photo shoot', 'Necklace', 'Makeover', 'Sweater']"
diipakhosla_1908495_3053107595380347205_75589_202,instagram_dataset/Data/diipakhosla_1908495_3053107595380347205_75589_202/2023-03-07_08-46-49_UTC_1.jpg,"HAPPY HOLI FROM OURS TO YOURS! ✨ 
And THIS is why we got a second home in Mumbai..😮‍💨😍",202,"['Happiness', 'Orange', 'Event', 'Fun', 'Smile', 'Paint', 'Festival', 'Goggles', 'Costume', 'Holiday']"
diipakhosla_1908495_3053929039879187516_10953_66,instagram_dataset/Data/diipakhosla_1908495_3053929039879187516_10953_66/2023-03-08_11-58-52_UTC_4.jpg,Happy International Women’s Day to all you FORCES OF NATURE! 🌪️✊🏽👩🏽‍🤝‍👩🏾👩🏽‍🤝‍👩🏾,66,"['Text', 'Font', 'Number', 'Document', 'Letter', 'Screenshot']"
diipakhosla_1908495_3054646133641754108_28368_101,instagram_dataset/Data/diipakhosla_1908495_3054646133641754108_28368_101/2023-03-09_11-43-37_UTC_7.jpg,"A little dump of our successful and inspirational Team Retreat at @oleanderfarms ✨ 
So proud of everything we have achieved and even more excited about what’s to come!!

Thank you @oleanderfarms for welcoming us so warmly in Karjat and hosting us for the whole week. Couldn’t have thought of a more beautiful property for us to stay 🤎 Karjat is actually only 2 hours away from Mumbai and Oleander Farms has not only space for overnight stays, but also different eateries and lots of entertainment for Kids & Adults 😉 From trekking to wine tasting, everything one can wish for 🥰
And a big thank you to @doitup.today who beautifully decorated the Lakeside for our last evening 🥰",101,"['Electronic device', 'Easel', 'Cleanliness', 'Tripod']"
diipakhosla_1908495_3056051620174180977_15925_120,instagram_dataset/Data/diipakhosla_1908495_3056051620174180977_15925_120/2023-03-11_10-16-04_UTC_3.jpg,"When @mohitrai styles you for his 1st @itrhofficial Lakme Fashion Week Debut collection 🔥💜 

Also, Bombay is starting to feel more and more like our 2nd home now ✨

📸 @dinesh_ahuja 
💄@rakshandairanimakeupandhair
💇🏽‍♀️ @makeupbyvirja 
Outfit by @itrhofficial @itrh_ridhibansal",120,"['Fashion', 'Dress', 'Fashion Model', 'Waist', 'Model', 'Gown', 'Haute couture', 'Fashion design', 'One-piece garment', 'Photo shoot']"
diipakhosla_1908495_3056907944503381424_16146_97,instagram_dataset/Data/diipakhosla_1908495_3056907944503381424_16146_97/2023-03-12_14-37-26_UTC_2.jpg,"Feeling like a desi warrior queen ready to conquer - all thanks to @taruntahiliani 👑⚡️

Outfit @taruntahiliani
Jewellery @dior
Photography @dinesh_ahuja 
HMU @rakshandairanimakeupandhair 
Beauty Assist @makeupbyvirja",97,"['Sleeve', 'Neck', 'Fashion', 'Textile', 'Formal wear', 'Silk', 'Sari', 'Fashion Model', 'Fashion design', 'Model']"
diipakhosla_1908495_3058161910990830002_11996_123,instagram_dataset/Data/diipakhosla_1908495_3058161910990830002_11996_123/2023-03-14_08-08-50_UTC_2.jpg,"Entering the @manishmalhotraworld universe like 💗🖤💗🖤 So proud of my dear friend @manishmalhotra05 for closing @lakmefashionwk with a Big Bang 👏🏽👏🏽

📸 @dinesh_ahuja
Makeup by @rakshandairanimakeupandhair
Hair by @makeupbyvirja",123,"['Clothing', 'Hair', 'Lips', 'Face', 'Red', 'Beauty', 'Fashion', 'Human body', 'Black hair', 'Fashion Model']"
diipakhosla_1908495_3065459942849649766_26978_94,instagram_dataset/Data/diipakhosla_1908495_3065459942849649766_26978_94/2023-03-24_09-48-43_UTC_6.jpg,"much needed us time c/o @the.kumaon ❤️

Photos by @wildintri",94,"['Mountainous landforms', 'Mountain', 'Hill', 'Highland', 'Adventure', 'Wilderness', 'Rock', 'Landscape', 'Mountain range', 'Hill station']"
disneyplus_5352028_3048916823672928936_11427_308,instagram_dataset/Data/disneyplus_5352028_3048916823672928936_11427_308/2023-03-01_14-00-30_UTC.jpg,"Super Heroes. Doctors. Journalists. And so much more. Today and every day, we #CelebrateHerStory. ✨
 
Join us in honoring Women’s History Month with favorites like #DoogieKamealohaMD, #TurningTheTableWithRobinRoberts, and more from our growing Celebrate Her Stories Collection on #DisneyPlus!",308,"['Smile', 'Facial expression', 'Advertising', 'Poster', 'Happiness', 'Logo', 'Graphic design', 'Publication', 'Film', 'Design']"
disneyplus_5352028_3051996894633523860_94705_193,instagram_dataset/Data/disneyplus_5352028_3051996894633523860_94705_193/2023-03-05_20-00-00_UTC.jpg,"Concept art of the “bad baby” from Chapter 17 of #TheMandalorian. 🥹 

🎨: Christian Alzmann",193,"['Yoda', 'Fictional character', 'Fiction', 'Animation', 'Cartoon', 'Video Game Software', 'Digital compositing', 'Game', 'PC game', 'Superhero']"
disneyplus_5352028_3052602632878479921_32403_57,instagram_dataset/Data/disneyplus_5352028_3052602632878479921_32403_57/2023-03-06_16-03-32_UTC_2.jpg,"#TheArmorer and #TheAnzellanDroidsmiths. 

Chapter 17 of #TheMandalorian is now streaming on #DisneyPlus.",57,"['Poster', 'Fictional character', 'Advertising', 'Film', 'Animation', 'Publication', 'Fiction', 'Graphic design', 'Animated cartoon', 'Action']"
disneyplus_5352028_3053358519775679024_186641_768,instagram_dataset/Data/disneyplus_5352028_3053358519775679024_186641_768/2023-03-07_17-05-21_UTC.jpg,"Renovate. Repurpose. Reimagine.

#Rennervations, an Original series, is streaming April 12 on #DisneyPlus!",768,"['Smile', 'Facial expression', 'Logo', 'Advertising', 'Happiness', 'Graphic design']"
disneyplus_5352028_3053518398261924453_12165_36,instagram_dataset/Data/disneyplus_5352028_3053518398261924453_12165_36/2023-03-07_22-23-00_UTC_2.jpg,"Nothing but net at last night’s launch event for #ChangCanDunk. 🏀

The Original movie is streaming Friday on #DisneyPlus!",36,"['Smile', 'Happiness', 'Facial expression', 'Event', 'Tooth', 'Thumb', 'Fun', 'Pleased', 'Laughter']"
disneyplus_5352028_3053992712516685750_39726_240,instagram_dataset/Data/disneyplus_5352028_3053992712516685750_39726_240/2023-03-08_14-05-23_UTC.jpg,"Meet the heroes that empower us all.

From Executive Producer Zoë Saldaña, MPower, a four-episode Original series, is now streaming on #DisneyPlus.",240,"['Entertainment', 'Poster', 'Fictional character', 'Hero', 'Film', 'Superhero', 'Graphic design', 'Graphics', 'Fiction', 'Animation']"
disneyplus_5352028_3054171373719844368_8942_43,instagram_dataset/Data/disneyplus_5352028_3054171373719844368_8942_43/2023-03-08_20-00-21_UTC_2.jpg,"More Moon Girl magic. 🌙✨

New episodes of Marvel’s #MoonGirlAndDevilDinosaur are now streaming on #DisneyPlus!",43,"['Fictional character', 'Animation', 'Animated cartoon']"
disneyplus_5352028_3054834219726818994_9876_22,instagram_dataset/Data/disneyplus_5352028_3054834219726818994_9876_22/2023-03-09_17-57-18_UTC_3.jpg,"Last night’s premiere hit all the right notes. 🎶

Bono & The Edge: A Sort of Homecoming with Dave Letterman, an Original documentary special, is streaming March 17 on #DisneyPlus.",22,"['Event', 'Display device', 'Electronic device', 'Presentation', 'Multimedia', 'Projection screen', 'Technology', 'Coat', 'Speech', 'Public address system']"
disneyplus_5352028_3055654914437774868_16311_46,instagram_dataset/Data/disneyplus_5352028_3055654914437774868_16311_46/2023-03-10_21-07-53_UTC_2.jpg,"It's nearly time for #Oscars95. 🤩

Stream these nominees on #DisneyPlus before tuning into The #Oscars this Sunday at 8e/5p on @ABCNetwork!",46,"['Eyewear', 'Glasses', 'Vision Care', 'Happiness', 'Red', 'Facial expression', 'Smile', 'Goggles', 'Animation', 'Toy']"
disneyplus_5352028_3056376154772849207_21444_99,instagram_dataset/Data/disneyplus_5352028_3056376154772849207_21444_99/2023-03-11_21-00-51_UTC_2.jpg,Mood because it’s the 1 year anniversary of #TurningRed! ➡️😄,99,"['Facial expression', 'Cartoon', 'Tooth', 'Animated cartoon', 'Happiness', 'Animation', 'Fictional character', 'Toy', 'Graphics', 'Animal Figure']"
